Tweet Id,Text,Name,Screen Name,UTC,Created At,Favorites,Retweets,Language,Client,Tweet Type,URLs,Hashtags,Mentions,Media Type,Media URLs,,,
1374872665354297345,Biden calls for studies into the root causes of migration to the US. JFC!!!! #DefundPentagon #AbolishICE #defundpolice,Abolitionist,womenbaseball1,2021-03-24T23:56:01.000Z,Wed Mar 24 23:56:01 +0000 2021,10,3,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,,3,0,,,,,
1374872240370618368,"As @familiatqlm works to #FreeTiaEva from ICE Detention  her family needs support to help w/ legal fees to fight her case &amp; release her from ICE
Please consider donating or share the GoFundme #FreeTiaEva #EndTrandDetention #AbolishICE 

https://t.co/27VXI1j0sL",Josh??,joshfloresxo,2021-03-24T23:54:20.000Z,Wed Mar 24 23:54:20 +0000 2021,2,2,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://www.gofundme.com/f/help-free-eva-from-ice ,4,1,,,,,
1374871200577519620,#EndTransDetention #EyesonICE #AbolishICE https://t.co/D5XRI9R5Lk,Alicia González,AliciaRoja222,2021-03-24T23:50:12.000Z,Wed Mar 24 23:50:12 +0000 2021,0,0,und,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Tweet,https://twitter.com/ConMijente/status/1374870802731048960 ,3,0,,,,,
1374870343945396225,"RT @RebellionBaby : Help Tien fight her deportation case! 

Standing up against hatred toward AAPI includes standing up against the displacement and separation of immigrant families. Fuck ICE! 
#SeattleMutualAid #StopWhiteTerrorism  
#AbolishICE 

https://t.co/UXG8fTrUPX",Mask Up ????????,crookedlilhouse,2021-03-24T23:46:48.000Z,Wed Mar 24 23:46:48 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,http://www.gofundme.com/f/keep-tien-from-deportation-last-chance ,3,0,,,,,
1374867708521508864,"Khristy’s testimony is why we fight to #EndTransDetention 
No one should be treated this way &amp; we must #AbolishICE 
Nuestra comunidad Trans en ICE merece ser libre , our Trans community in ICE should be freed @POTUS @SecMayorkas  #EyesOnICE 
 @familiatqlm @ConMijente https://t.co/W9iI5Ck4uL",Josh??,joshfloresxo,2021-03-24T23:36:20.000Z,Wed Mar 24 23:36:20 +0000 2021,2,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/conmijente/status/1374865303843262467 ,3,4,,,,,
1374867127132254210,"RT @RebellionBaby : Help Tien fight her deportation case! 

Standing up against hatred toward AAPI includes standing up against the displacement and separation of immigrant families. Fuck ICE! 
#SeattleMutualAid #StopWhiteTerrorism  
#AbolishICE 

https://t.co/UXG8fTrUPX",Until Black Lives are Cherished PDX,OccupyPdx,2021-03-24T23:34:01.000Z,Wed Mar 24 23:34:01 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,http://www.gofundme.com/f/keep-tien-from-deportation-last-chance ,3,0,,,,,
1374866566383165446,"RT @RebellionBaby : Help Tien fight her deportation case! 

Standing up against hatred toward AAPI includes standing up against the displacement and separation of immigrant families. Fuck ICE! 
#SeattleMutualAid #StopWhiteTerrorism  
#AbolishICE 

https://t.co/UXG8fTrUPX",????????,neopoxlin,2021-03-24T23:31:47.000Z,Wed Mar 24 23:31:47 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,http://www.gofundme.com/f/keep-tien-from-deportation-last-chance ,3,0,,,,,
1374865764390342660,Shut it down #freethemall #abolishice https://t.co/z53Pn6HcfS,Sueños Sin Fronteras de Tejas,SSFTexas,2021-03-24T23:28:36.000Z,Wed Mar 24 23:28:36 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://twitter.com/thinklawlab/status/1374805450638700547 ,2,0,,,,,
1374862563423453189,What’s the substantive difference of the same inhumane immigration policies treating people seeking refuge like sh!t while not calling a country a “sh!thole”? Does that humanize the people any more? Asking for a friend @POTUS #AbolishICE https://t.co/Dp9rXTlhax,??Anthony M. ??,Cedar_Anthony,2021-03-24T23:15:53.000Z,Wed Mar 24 23:15:53 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,,1,1,photo,https://pbs.twimg.com/media/ExR-NpSXAAAb7to.jpg,https://pbs.twimg.com/media/ExR-NpSWQAAw2A9.jpg,https://pbs.twimg.com/media/ExR-NpSXMAAoVW1.jpg,https://pbs.twimg.com/media/ExR-NpQXMAApif_.jpg
1374860463121424384,"RT @tramontela : Still think #AbolishICE is too ""radical""? Read this????

https://t.co/K26ttpi2lT https://t.co/vHiTAPcoze",SG Sarmiento,sg_ndlon,2021-03-24T23:07:32.000Z,Wed Mar 24 23:07:32 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,https://www.law360.com/immigration/articles/1367485/ice-ordered-to-answer-for-covid-19-death-listed-as-release?about=immigration ,1,0,photo,https://pbs.twimg.com/media/ExQKjmyWYAEiiJJ.png,,,
