Tweet Id,Text,Name,Screen Name,UTC,Created At,Favorites,Retweets,Language,Client,Tweet Type,URLs,Hashtags,Mentions,Media Type,Media URLs
1373459858045943809,"RT @Maiquel59232858 : All categories of immigrant visas in Cuba #IR5Visa #F1Visa #F3Visa #F4Visa #f2AVisa #F2BVisa #IR1Visa #IR2Visa #IR3Visa #IR4Visa #CR1Visa #CR2Visa #K1Visa #K2Visa #K3Visa #K4Visa #DV2020 #DV2021 &amp; #CFRP should be processed in our country, until when?
 #ConsularServisesInCuba",Tavosys,Octavio06630937,2021-03-21T02:22:02.000Z,Sun Mar 21 02:22:02 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,20,0,,
1373445185456193539,"RT @Maiquel59232858 : All categories of immigrant visas in Cuba #IR5Visa #F1Visa #F3Visa #F4Visa #f2AVisa #F2BVisa #IR1Visa #IR2Visa #IR3Visa #IR4Visa #CR1Visa #CR2Visa #K1Visa #K2Visa #K3Visa #K4Visa #DV2020 #DV2021 &amp; #CFRP should be processed in our country, until when?
 #ConsularServisesInCuba",Ana Aguilera Vaz,AnaAguileraVaz1,2021-03-21T01:23:44.000Z,Sun Mar 21 01:23:44 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,20,0,,
1373427336851419140,"RT @Maiquel59232858 : All categories of immigrant visas in Cuba #IR5Visa #F1Visa #F3Visa #F4Visa #f2AVisa #F2BVisa #IR1Visa #IR2Visa #IR3Visa #IR4Visa #CR1Visa #CR2Visa #K1Visa #K2Visa #K3Visa #K4Visa #DV2020 #DV2021 &amp; #CFRP should be processed in our country, until when?
 #ConsularServisesInCuba",Yurisbel,Yurisbe84900707,2021-03-21T00:12:48.000Z,Sun Mar 21 00:12:48 +0000 2021,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,20,0,,
1373425268019314700,"RT @Maiquel59232858 : All categories of immigrant visas in Cuba #IR5Visa #F1Visa #F3Visa #F4Visa #f2AVisa #F2BVisa #IR1Visa #IR2Visa #IR3Visa #IR4Visa #CR1Visa #CR2Visa #K1Visa #K2Visa #K3Visa #K4Visa #DV2020 #DV2021 &amp; #CFRP should be processed in our country, until when?
 #ConsularServisesInCuba",Mayret Carballo,CarballoMayret,2021-03-21T00:04:35.000Z,Sun Mar 21 00:04:35 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,20,0,,
1373401148955197449,"Study in America: Find the best University to Study in America | Student F1 Visa https://t.co/V8sses4WaZ
#f1visa #internationalstudent 
#studentvisa 
#America #wofoytv https://t.co/YwYKpcU3lB",Akua Effah ????????,wofoytv,2021-03-20T22:28:45.000Z,Sat Mar 20 22:28:45 +0000 2021,1,1,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Tweet,https://youtu.be/TbN9AvOiJSE ,5,0,photo,https://pbs.twimg.com/media/Ew9NEKhXEAsUCHy.jpg
1373355931627618315,"RT @Maiquel59232858 : All categories of immigrant visas in Cuba #IR5Visa #F1Visa #F3Visa #F4Visa #f2AVisa #F2BVisa #IR1Visa #IR2Visa #IR3Visa #IR4Visa #CR1Visa #CR2Visa #K1Visa #K2Visa #K3Visa #K4Visa #DV2020 #DV2021 &amp; #CFRP should be processed in our country, until when?
 #ConsularServisesInCuba",Darwin Lazaro Avalos Lazo,DarwinLazaroAv2,2021-03-20T19:29:04.000Z,Sat Mar 20 19:29:04 +0000 2021,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,20,0,,
1373348777390698498,"RT @Maiquel59232858 : All categories of immigrant visas in Cuba #IR5Visa #F1Visa #F3Visa #F4Visa #f2AVisa #F2BVisa #IR1Visa #IR2Visa #IR3Visa #IR4Visa #CR1Visa #CR2Visa #K1Visa #K2Visa #K3Visa #K4Visa #DV2020 #DV2021 &amp; #CFRP should be processed in our country, until when?
 #ConsularServisesInCuba",Seilin alba jimenez,seilin_alba,2021-03-20T19:00:38.000Z,Sat Mar 20 19:00:38 +0000 2021,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,20,0,,
1373302847350136835,"RT @Maiquel59232858 : All categories of immigrant visas in Cuba #IR5Visa #F1Visa #F3Visa #F4Visa #f2AVisa #F2BVisa #IR1Visa #IR2Visa #IR3Visa #IR4Visa #CR1Visa #CR2Visa #K1Visa #K2Visa #K3Visa #K4Visa #DV2020 #DV2021 &amp; #CFRP should be processed in our country, until when?
 #ConsularServisesInCuba",Libertad,LibertadSEE,2021-03-20T15:58:08.000Z,Sat Mar 20 15:58:08 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,20,0,,
1373268890852192262,"RT @Maiquel59232858 : All categories of immigrant visas in Cuba #IR5Visa #F1Visa #F3Visa #F4Visa #f2AVisa #F2BVisa #IR1Visa #IR2Visa #IR3Visa #IR4Visa #CR1Visa #CR2Visa #K1Visa #K2Visa #K3Visa #K4Visa #DV2020 #DV2021 &amp; #CFRP should be processed in our country, until when?
 #ConsularServisesInCuba",Niuvis Castellanos,NiuvisCastella1,2021-03-20T13:43:12.000Z,Sat Mar 20 13:43:12 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Retweet,,20,0,,
1373254227821277191,"RT @Maiquel59232858 : All categories of immigrant visas in Cuba #IR5Visa #F1Visa #F3Visa #F4Visa #f2AVisa #F2BVisa #IR1Visa #IR2Visa #IR3Visa #IR4Visa #CR1Visa #CR2Visa #K1Visa #K2Visa #K3Visa #K4Visa #DV2020 #DV2021 &amp; #CFRP should be processed in our country, until when?
 #ConsularServisesInCuba",EL PUENTE,ELPUENT38766330,2021-03-20T12:44:56.000Z,Sat Mar 20 12:44:56 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,20,0,,
1373237545371336705,"RT @Maiquel59232858 : All categories of immigrant visas in Cuba #IR5Visa #F1Visa #F3Visa #F4Visa #f2AVisa #F2BVisa #IR1Visa #IR2Visa #IR3Visa #IR4Visa #CR1Visa #CR2Visa #K1Visa #K2Visa #K3Visa #K4Visa #DV2020 #DV2021 &amp; #CFRP should be processed in our country, until when?
 #ConsularServisesInCuba",Danay,Danay82230733,2021-03-20T11:38:38.000Z,Sat Mar 20 11:38:38 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,20,0,,
1373207549470707716,"RT @Maiquel59232858 : All categories of immigrant visas in Cuba #IR5Visa #F1Visa #F3Visa #F4Visa #f2AVisa #F2BVisa #IR1Visa #IR2Visa #IR3Visa #IR4Visa #CR1Visa #CR2Visa #K1Visa #K2Visa #K3Visa #K4Visa #DV2020 #DV2021 &amp; #CFRP should be processed in our country, until when?
 #ConsularServisesInCuba",Marioly Torres Abreu,AbreuMarioly,2021-03-20T09:39:27.000Z,Sat Mar 20 09:39:27 +0000 2021,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,20,0,,
1373201060693643271,"RT @appliedkath : I've been on an #F1visa for ten years: high school, then undergrad, and now PhD. It has always felt that my status is fragile and liminal. This is what it's been like. #StudentBan 1/n",Aditya Jha,AdityaJ17423882,2021-03-20T09:13:40.000Z,Sat Mar 20 09:13:40 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,2,0,,
1373152429534027778,"RT @Maiquel59232858 : All categories of immigrant visas in Cuba #IR5Visa #F1Visa #F3Visa #F4Visa #f2AVisa #F2BVisa #IR1Visa #IR2Visa #IR3Visa #IR4Visa #CR1Visa #CR2Visa #K1Visa #K2Visa #K3Visa #K4Visa #DV2020 #DV2021 &amp; #CFRP should be processed in our country, until when?
 #ConsularServisesInCuba",Deborah Sablon,DeborahSablon,2021-03-20T06:00:25.000Z,Sat Mar 20 06:00:25 +0000 2021,0,0,en,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Retweet,,20,0,,
1373128213057183744,"RT @Maiquel59232858 : All categories of immigrant visas in Cuba #IR5Visa #F1Visa #F3Visa #F4Visa #f2AVisa #F2BVisa #IR1Visa #IR2Visa #IR3Visa #IR4Visa #CR1Visa #CR2Visa #K1Visa #K2Visa #K3Visa #K4Visa #DV2020 #DV2021 &amp; #CFRP should be processed in our country, until when?
 #ConsularServisesInCuba",Oda2509,Odaimy2,2021-03-20T04:24:12.000Z,Sat Mar 20 04:24:12 +0000 2021,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,20,0,,
1373127501682204674,"RT @Maiquel59232858 : All categories of immigrant visas in Cuba #IR5Visa #F1Visa #F3Visa #F4Visa #f2AVisa #F2BVisa #IR1Visa #IR2Visa #IR3Visa #IR4Visa #CR1Visa #CR2Visa #K1Visa #K2Visa #K3Visa #K4Visa #DV2020 #DV2021 &amp; #CFRP should be processed in our country, until when?
 #ConsularServisesInCuba",Rache,CordoviRachel,2021-03-20T04:21:22.000Z,Sat Mar 20 04:21:22 +0000 2021,0,0,en,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",Retweet,,20,0,,
